POI Identifier;Address;Description;Name;geo_shape;geo_point_2d
132;153 ROBERT WALLACE DR;Playground;POLSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.52972278530669, 44.235796689768094]}";44.2357966898, -76.5297227853
140;51 VIRGINIA ST;Playground;ECOLE REMI-GAULIN;"{""type"": ""Point"", ""coordinates"": [-76.4872527078206, 44.26902795221287]}";44.2690279522, -76.4872527078
143;251 MCMAHON AVE;Playground;LORD STRATHCONA PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.52323787235188, 44.25068579737427]}";44.2506857974, -76.5232378724
146;14 THERESA CRES;Playground;JAMES NELSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.49855826714881, 44.25388508185567]}";44.2538850819, -76.4985582671
154;423 ELLIOTT AVE;Playground;KEN MATTHEWS PARK;"{""type"": ""Point"", ""coordinates"": [-76.49973514505227, 44.2568411217715]}";44.2568411218, -76.4997351451
156;151 ORDNANCE ST;Playground;MCBURNEY PARK;"{""type"": ""Point"", ""coordinates"": [-76.4884997685956, 44.235768954427556]}";44.2357689544, -76.4884997686
165;;Playground;GARDENWALK PARK;"{""type"": ""Point"", ""coordinates"": [-76.6007991281276, 44.254126326816056]}";44.2541263268, -76.6007991281
1884;1 BROCK ST;Parking Lot;CRAWFORD WHARF;"{""type"": ""Point"", ""coordinates"": [-76.47860560869968, 44.2303883502617]}";44.2303883503, -76.4786056087
1886;139 ORDNANCE ST;Parking Lot;ORDNANCE LOT;"{""type"": ""Point"", ""coordinates"": [-76.48719861360244, 44.235201414003946]}";44.235201414, -76.4871986136
1890;2 NORTH ST;Parking Lot;DOUGLAS R. FLUHRER LOT;"{""type"": ""Point"", ""coordinates"": [-76.48062279928595, 44.23734376622492]}";44.2373437662, -76.4806227993
179;1030 SUNNYSIDE RD;Playground;CLOVERDALE PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.54743136004492, 44.27911523028124]}";44.2791152303, -76.54743136
196;1255 BIRCHWOOD DR;Playground;CATARAQUI WOODS PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.58086573963307, 44.26776864715568]}";44.2677686472, -76.5808657396
197;33 BAGOT ST;Playground;CITY PARK SWINGSETS;"{""type"": ""Point"", ""coordinates"": [-76.48819298316113, 44.22569962396754]}";44.225699624, -76.4881929832
198;146 GUTHRIE DR;Playground;SNIDER PARK;"{""type"": ""Point"", ""coordinates"": [-76.48150952581103, 44.27326768700115]}";44.273267687, -76.4815095258
205;111 NORMAN ROGERS DR;Playground;RODDEN PARK;"{""type"": ""Point"", ""coordinates"": [-76.51964799154436, 44.23331075176015]}";44.2333107518, -76.5196479915
209;85 FIRST AVE;Playground;FIRST AVENUE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50157524393977, 44.24373372132312]}";44.2437337213, -76.5015752439
215;955 HUDSON DR;Playground;HUDSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.58458069164837, 44.24442397417748]}";44.2444239742, -76.5845806916
218;2100 UNITY RD;Playground;ELGINBURG PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.53986919443747, 44.320241631508225]}";44.3202416315, -76.5398691944
219;550 ARAGON RD;Playground;HEMLOCK DOWNS PARK;"{""type"": ""Point"", ""coordinates"": [-76.46258145882403, 44.30640104407728]}";44.3064010441, -76.4625814588
411;153 VAN ORDER DR;Basketball Court;LOYALIST COLLEGIATE AND VOCATIONAL INSTITUTE;"{""type"": ""Point"", ""coordinates"": [-76.52123374321052, 44.23922695053268]}";44.2392269505, -76.5212337432
3173;1690 HWY 15;Park and Ride;HIGHWAY 15 PARK AND RIDE;"{""type"": ""Point"", ""coordinates"": [-76.43124821326391, 44.28713593573189]}";44.2871359357, -76.4312482133
2882;705 DIVISION ST;Emergency Response Facility;SECONDARY EOC (KINGSTON POLICE);"{""type"": ""Point"", ""coordinates"": [-76.49539740984163, 44.25100170518994]}";44.2510017052, -76.4953974098
3174;1159 GARDINERS RD;Park and Ride;GARDINERS RD PARK AND RIDE;"{""type"": ""Point"", ""coordinates"": [-76.57081181109821, 44.28381192634302]}";44.2838119263, -76.5708118111
1774;1066 HUDSON DR;Running Track;BAYRIDGE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.59449883320869, 44.250968163136676]}";44.2509681631, -76.5944988332
827;301 JOHNSON ST;Education Facility;ECOLE CATHOLIQUE CATHEDRALE;"{""type"": ""Point"", ""coordinates"": [-76.49083361238225, 44.23144594259702]}";44.2314459426, -76.4908336124
3000;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.52627371719247, 44.24750942387479]}";44.2475094239, -76.5262737172
3002;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.53170730834795, 44.2377856127375]}";44.2377856127, -76.5317073083
3008;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.50984880243199, 44.26758358182566]}";44.2675835818, -76.5098488024
3536;76 STUART ST;Queen's University;CONNELL WING;"{""type"": ""Point"", ""coordinates"": [-76.49344254741808, 44.22337771219642]}";44.2233777122, -76.4934425474
3209;1350 GARDINERS RD;Track & Field;INVISTA THROWING FIELD;"{""type"": ""Point"", ""coordinates"": [-76.56831293600662, 44.27397699606683]}";44.2739769961, -76.568312936
857;94 PATRICK ST;Place of Worship;ST. JOHN'S CATHOLIC CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.4896112408758, 44.23906717784955]}";44.2390671778, -76.4896112409
1696;535 UNION ST;Queen's University;RICHARDSON STADIUM;"{""type"": ""Point"", ""coordinates"": [-76.5163219289017, 44.2276020577111]}";44.2276020577, -76.5163219289
2903;360 KINGSTON MILLS RD;Childcare Facilty;LITTLE BITS DAYCARE;"{""type"": ""Point"", ""coordinates"": [-76.4242445105538, 44.30070428605227]}";44.3007042861, -76.4242445106
859;743 KING ST;Place of Worship;CHURCH OF THE GOOD THIEF;"{""type"": ""Point"", ""coordinates"": [-76.5220682310724, 44.22101946069811]}";44.2210194607, -76.5220682311
2728;126 WELLINGTON ST;;KIDS & COMPANY CHILDCARE;"{""type"": ""Point"", ""coordinates"": [-76.48398494824777, 44.22977798304908]}";44.229777983, -76.4839849482
1043;750 INNOVATION DR;Park;JOHN MACHIN FIELDS PARK;"{""type"": ""Point"", ""coordinates"": [-76.43555414960494, 44.27242079775452]}";44.2724207978, -76.4355541496
846;927 PURDY'S MILL RD;Historic Site;CATARAQUI CEMETERY (HISTORIC SITE);"{""type"": ""Point"", ""coordinates"": [-76.54150265139177, 44.260077561835686]}";44.2600775618, -76.5415026514
895;193 BATH RD;Place of Worship;BATH ROAD BAPTIST CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.5210617706435, 44.24067639367067]}";44.2406763937, -76.5210617706
1471;927 PURDY'S MILL RD;Cemetery;CATARAQUI CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.54150265139177, 44.260077561835686]}";44.2600775618, -76.5415026514
2073;731 MONTREAL ST;Washroom;BELLE PARK;"{""type"": ""Point"", ""coordinates"": [-76.48403583701602, 44.251266805568434]}";44.2512668056, -76.484035837
4530;;;;"{""type"": ""Point"", ""coordinates"": [-76.52229475798703, 44.22397949533881]}";44.2239794953, -76.522294758
1651;266 MCMAHON AVE;Tennis Court;ST. PAUL'S ELEMENTARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.52348744337925, 44.249354832550885]}";44.2493548326, -76.5234874434
1767;53 YONGE ST;Boat Ramp;PORTSMOUTH OLYMPIC HARBOUR (BOAT RAMP 2);"{""type"": ""Point"", ""coordinates"": [-76.51786163843126, 44.21771740164793]}";44.2177174016, -76.5178616384
1839;33 BAGOT ST;Outdoor Rink;CITY PARK OUTDOOR RINK;"{""type"": ""Point"", ""coordinates"": [-76.48841374598187, 44.22631586109392]}";44.2263158611, -76.488413746
2085;443 UNION ST;Running Track;CORRECTIONS CANADA TRAINING CENTRE (TRACK);"{""type"": ""Point"", ""coordinates"": [-76.51249507302572, 44.2262664129274]}";44.2262664129, -76.512495073
2102;33 BAGOT ST;Splash Pad;CITY PARK SPLASH PAD;"{""type"": ""Point"", ""coordinates"": [-76.48812516805549, 44.22525889541128]}";44.2252588954, -76.4881251681
2204;1533 BATH RD;Ball Diamond;COLLINS BAY INSTITUTION (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.55171596524228, 44.23378190203991]}";44.233781902, -76.5517159652
2344;291 QUARRY POND CRT;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.45238467107589, 44.2636655833709]}";44.2636655834, -76.4523846711
1430;33 BAGOT ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.49013789575162, 44.22368523058431]}";44.2236852306, -76.4901378958
1567;1134 JOHNSON STREET;Childcare Facility;KINGSTON MONTESSORI SCHOOL (CHILDCARE CENTRE);"{""type"": ""Point"", ""coordinates"": [-76.52566369707253, 44.229723410211946]}";44.2297234102, -76.5256636971
1659;421 UNION ST;Queen's University;DONALD GORDON CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.50974400925453, 44.225665892041185]}";44.225665892, -76.5097440093
1720;25 UNION ST;Queen's University;GOODWIN HALL;"{""type"": ""Point"", ""coordinates"": [-76.49222582605172, 44.228086863916914]}";44.2280868639, -76.4922258261
748;153 ROBERT WALLACE DR;Washroom;POLSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.52888152005235, 44.235586856813875]}";44.2355868568, -76.5288815201
742;;Ferry Dock;WOLFE ISLAND FERRY DOCK (WINTER);"{""type"": ""Point"", ""coordinates"": [-76.4255802752222, 44.21516997206665]}";44.2151699721, -76.4255802752
416;2903 JOYCEVILLE RD;Basketball Court;JOYCEVILLE PUBLIC SCHOOL BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.33445122344634, 44.35969061492693]}";44.3596906149, -76.3344512234
414;1789 BATH RD;Basketball Court;FRONTENAC SECONDARY SCHOOL BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.57547170150305, 44.236864393761806]}";44.2368643938, -76.5754717015
2899;671 INNOVATION DR;Childcare Facility;PLADEC EAST DAY CARE CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.44376697641016, 44.271311808775955]}";44.2713118088, -76.4437669764
439;140 RIDEAU ST;Basketball Court;RIVERVIEW PARK BASKETBALL COURT 2;"{""type"": ""Point"", ""coordinates"": [-76.48318826717781, 44.23740895520895]}";44.2374089552, -76.4831882672
440;120 NORMAN ROGERS DR;Basketball Court;CENTENNIAL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.52028311853796, 44.23136712607995]}";44.2313671261, -76.5202831185
462;480 PORTSMOUTH AVE;Soccer Field;MCCULLOUGH SOCCER FIELD (SOUTH);"{""type"": ""Point"", ""coordinates"": [-76.53002709954443, 44.23635238774185]}";44.2363523877, -76.5300270995
436;19 CRERAR BLVD;Basketball Court;R G SINCLAIR PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.56965653917032, 44.21658500752062]}";44.2165850075, -76.5696565392
882;2295 PRINCESS ST;Place of Worship;KINGSTON GOSPEL TEMPLE;"{""type"": ""Point"", ""coordinates"": [-76.54840230057425, 44.257411100137595]}";44.2574111001, -76.5484023006
452;711 DALTON AVE;Soccer Field;ECOLE SECONDAIRE MARIE-RIVIER;"{""type"": ""Point"", ""coordinates"": [-76.5238260405845, 44.27191043040344]}";44.2719104304, -76.5238260406
451;9 DUNDAS ST;Soccer Field;RIDEAU PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50487827990129, 44.23599731187495]}";44.2359973119, -76.5048782799
357;1030 SUNNYSIDE RD;Ball Diamond;CLOVERDALE PARK (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.54915182112255, 44.278786443621875]}";44.2787864436, -76.5491518211
30;1162 DIVISION ST;Shopping Centre;KING'S CROSSING RETAIL CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.50115720254269, 44.26442950998096]}";44.26442951, -76.5011572025
4637;1030 SUNNYSIDE RD;Playground;CLOVERDALE PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.54738416896326, 44.27897270877192]}";44.2789727088, -76.547384169
2878;170 QUEEN ST;Radio Station;CKWS FM 104.3 GREATEST HITS;"{""type"": ""Point"", ""coordinates"": [-76.48617132727989, 44.232842297440946]}";44.2328422974, -76.4861713273
1749;218 PRINCESS ST;Gallery;SPRINGER LOUNGE - GRAND THEATRE;"{""type"": ""Point"", ""coordinates"": [-76.48643802489157, 44.231966103644105]}";44.2319661036, -76.4864380249
3068;62 OAK ST;Community Garden;OAK ST COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.50499019535246, 44.249582268395805]}";44.2495822684, -76.5049901954
1738;19 QUEEN ST;Gallery;MODERN FUEL GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.47969252607732, 44.23227818229772]}";44.2322781823, -76.4796925261
1748;58 QUEEN ST;Gallery;BLACK DOG POTTERY;"{""type"": ""Point"", ""coordinates"": [-76.48169174799449, 44.23216216087667]}";44.2321621609, -76.481691748
2883;550 O'CONNOR DR;Primary EOC;EOC;"{""type"": ""Point"", ""coordinates"": [-76.4584701625019, 44.2587838362527]}";44.2587838363, -76.4584701625
1418;2903 JOYCEVILLE RD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.33452499690178, 44.359384179702815]}";44.3593841797, -76.3345249969
812;711 DALTON AVE;Education Facility;ECOLE SECONDAIRE CATHOLIQUE MARIE-RIVIER;"{""type"": ""Point"", ""coordinates"": [-76.52282206180475, 44.27080652836799]}";44.2708065284, -76.5228220618
783;165 ROBERT WALLACE DR;Education Facility;POLSON PARK PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.53045971376919, 44.235230807646786]}";44.2352308076, -76.5304597138
3176;2 APPRENTICE ST;CFB;CANADIAN FORCES BASE (CFB) KINGSTON;"{""type"": ""Point"", ""coordinates"": [-76.45541624200494, 44.24044991670403]}";44.2404499167, -76.455416242
3160;2162 UNITY RD;Post Office;POST OFFICE (ELGINBURG PO);"{""type"": ""Point"", ""coordinates"": [-76.54360808308464, 44.31909379792134]}";44.3190937979, -76.5436080831
3161;3942 HWY 15;Post Office;POST OFFICE (JOYCEVILLE PO);"{""type"": ""Point"", ""coordinates"": [-76.33759791616251, 44.360254194197026]}";44.3602541942, -76.3375979162
1009;81 INDIAN RD;Park;STRATHCONA PARK;"{""type"": ""Point"", ""coordinates"": [-76.52688100195249, 44.251320140721]}";44.2513201407, -76.526881002
3293;860 NORWAY RD;Park;NORWEST PARK;"{""type"": ""Point"", ""coordinates"": [-76.57700225309634, 44.25743181319292]}";44.2574318132, -76.5770022531
1244;201 CONACHER DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48965541293391, 44.26694009350874]}";44.2669400935, -76.4896554129
1233;485 BOXWOOD ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.58801243296621, 44.23876750308052]}";44.2387675031, -76.588012433
1241;715 TRUMAN DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.59971136837342, 44.24595253292784]}";44.2459525329, -76.5997113684
362;3513 BREWER'S MILLS RD;Ball Diamond;JOHN BREWER PARK (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.28112381444284, 44.410224697644274]}";44.4102246976, -76.2811238144
377;1030 SUNNYSIDE RD;Ball Diamond;CLOVERDALE PARK (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.54877637028602, 44.27964821277659]}";44.2796482128, -76.5487763703
207;1020 LANCASTER DR;Playground;LANCASTER DRIVE P.S.;"{""type"": ""Point"", ""coordinates"": [-76.59606068886868, 44.25533945637662]}";44.2553394564, -76.5960606889
3502;346 ONTARIO ST;Historic Site;NORMANDY HALL DND;"{""type"": ""Point"", ""coordinates"": [-76.47780306284275, 44.234628845046345]}";44.234628845, -76.4778030628
1516;905 WOODBINE RD;Fire Station;FIRE STATION 7;"{""type"": ""Point"", ""coordinates"": [-76.58535352726763, 44.258417037334766]}";44.2584170373, -76.5853535273
2998;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.49296185141971, 44.248598024084686]}";44.2485980241, -76.4929618514
2996;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.50559207834434, 44.23293401679808]}";44.2329340168, -76.5055920783
4569;1088 UNITY RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.47384491838123, 44.32563280243646]}";44.3256328024, -76.4738449184
1355;434 MCEWEN DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.57314593908423, 44.2326038146752]}";44.2326038147, -76.5731459391
4566;998 HWY 15;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.45897306708508, 44.26497089281088]}";44.2649708928, -76.4589730671
940;4 PASSCHENDALE DR;Museum;ROYAL MILITARY COLLEGE MUSEUM;"{""type"": ""Point"", ""coordinates"": [-76.46952430819209, 44.22771629056892]}";44.2277162906, -76.4695243082
1677;162 BARRIE ST;Queen's University;GRADUATE STUDENT CLUB;"{""type"": ""Point"", ""coordinates"": [-76.49109405690781, 44.22776465258697]}";44.2277646526, -76.4910940569
1685;128 UNION ST;Queen's University;MACDONALD HALL;"{""type"": ""Point"", ""coordinates"": [-76.4968349405975, 44.227591912603046]}";44.2275919126, -76.4968349406
1683;75 BADER LANE;Queen's University;VICTORIA HALL;"{""type"": ""Point"", ""coordinates"": [-76.4986442212515, 44.225525932755765]}";44.2255259328, -76.4986442213
1031;718 PARKSIDE CRES;Parkette;PARKSIDE PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.54737946634363, 44.2469128244522]}";44.2469128245, -76.5473794663
1002;15 POINT ST. MARK DR;Park;POINT ST. MARK PARK;"{""type"": ""Point"", ""coordinates"": [-76.4625468157677, 44.25516654731979]}";44.2551665473, -76.4625468158
4644;388 MACK ST;Playground;ELDER PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.51240348709476, 44.2335169540385]}";44.233516954, -76.5124034871
1795;218 PRINCESS ST;Theatre;THE GRAND THEATRE;"{""type"": ""Point"", ""coordinates"": [-76.48645367376412, 44.23190231497669]}";44.231902315, -76.4864536738
1152;140 RIDEAU ST;Park;RIVERVIEW PARK;"{""type"": ""Point"", ""coordinates"": [-76.4831340295068, 44.23727710943141]}";44.2372771094, -76.4831340295
1383;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.30998995990274, 44.292135678414596]}";44.2921356784, -76.3099899599
1837;792 HENDERSON BLVD;Outdoor Rink;HENDERSON PARK OUTDOOR RINK;"{""type"": ""Point"", ""coordinates"": [-76.57866702006619, 44.22902568708197]}";44.2290256871, -76.5786670201
4626;1064 ESCALA CR;Playground;WOODHAVEN PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.59932960024277, 44.26623919443762]}";44.2662391944, -76.5993296002
4630;920 KING ST;Swingset;LAKE ONTARIO PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.53075863790684, 44.21881782821948]}";44.2188178282, -76.5307586379
1825;141 THIRD AVE;Outdoor Rink;THIRD AVENUE PARK;"{""type"": ""Point"", ""coordinates"": [-76.50483011613197, 44.24481716424655]}";44.2448171642, -76.5048301161
957;696 MACLEAN CRT;Park;PITTSBURGH PLACE PARK;"{""type"": ""Point"", ""coordinates"": [-76.45986060928419, 44.258722548377165]}";44.2587225484, -76.4598606093
993;52 KENWOODS CIR;Park;LILLA BURKE PARK;"{""type"": ""Point"", ""coordinates"": [-76.46804640341496, 44.256019369458784]}";44.2560193695, -76.4680464034
1373;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.31009014996904, 44.291698544235196]}";44.2916985442, -76.31009015
1180;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.31049050278094, 44.29157042661426]}";44.2915704266, -76.3104905028
1368;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.3097781260514, 44.291784468767084]}";44.2917844688, -76.3097781261
1817;;Town;DELTA;"{""type"": ""Point"", ""coordinates"": [-76.12301858507159, 44.609041670274394]}";44.6090416703, -76.1230185851
554;900 HENDERSON BLVD;Soccer Field;JIM BEATTIE PARK (SOCCER FIELD 1);"{""type"": ""Point"", ""coordinates"": [-76.58215535124423, 44.22873804710112]}";44.2287380471, -76.5821553512
223;120 NORMAN ROGERS DR;Playground;CENTENNIAL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.51944765611876, 44.23127386624602]}";44.2312738662, -76.5194476561
33;12 RED PATCH AVE;Golf Course;GARRISON GOLF & CURLING CLUB;"{""type"": ""Point"", ""coordinates"": [-76.44874254132132, 44.24568019987061]}";44.2456801999, -76.4487425413
37;961 KING ST W;Golf Course;CATARAQUI GOLF & COUNTRY CLUB;"{""type"": ""Point"", ""coordinates"": [-76.53262399698745, 44.22148053258804]}";44.2214805326, -76.532623997
